,question,answer,link
76, What are the challenges associated with using SiPMs in the DUNE experiment's photon detection system? ," The challenges associated with using SiPMs in the DUNE experiment's photon detection system include potential effects like premature aging in cryogenic environments, determining an acceptable failure rate, and ensuring that the chosen SiPMs meet reliability requirements. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=8&filename=PD_Status_May29_2015.pdf&version=1

"
77, What is the role of the Cluster Merging algorithm in the DUNE experiment? , The role of the Cluster Merging algorithm in the DUNE experiment is to combine fragmented clusters associated with the same track into complete tracks or showers. It uses Principal Component Analysis (PCA) to determine alignment and considers factors like cluster size and separation to justify merging. ," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=54&filename=blurredClustering.pdf&version=1

"
78, How does the DUNE experiment plan to improve the performance of its photon detection system? ," The DUNE experiment plans to improve the performance of its photon detection system by developing a requirement for SiPM reliability, completing simulation and reconstruction development, and conducting tests with baseline configurations. The experiment also considers alternative designs and ongoing R&D to enhance system performance. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=38&filename=DPF-DUNE-PhotoDet-150804.pdf&version=3

"
79, What are the expected benefits of using light guides for photon detection in the DUNE experiment? ," The expected benefits of using light guides for photon detection in the DUNE experiment include large active-area UV-collecting capabilities, low-voltage SiPM bias, and scalability. Light guides are designed to efficiently collect and transport scintillation light to SiPMs, improving the overall photon detection efficiency. ", https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=38&filename=DPF-DUNE-PhotoDet-150804.pdf&version=3
80, What was the purpose of the naming contest discussed in the ELBNF phone meeting? ," The purpose of the naming contest was to decide on a name for the experiment, with the voter's first choice being DUNE, which stands for Deep Underground Neutrino Experiment. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=14&filename=ibminutes-13mar2015.txt&version=1.

"
81, What is the role of the DUNE Technical Coordinator in the Change Control Process? ," The DUNE Technical Coordinator is responsible for participating in the Project Change Control Board, chairing the DUNE Change Control Board, advising on pending changes, overseeing project configuration management activities, and ensuring that changes to controlled documents are recorded and tracked. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=82&filename=2019-10-14-LBNF%20DUNE%20Configuration%20Management%20Plan.docx&version=10.

"
82, What is the primary goal of the DUNE experiment as described in the experimental program document? ," The primary goal of the DUNE experiment is to conduct a comprehensive investigation of neutrino oscillations to test CP violation in the lepton sector, determine the ordering of neutrino masses, and test the three-neutrino paradigm. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=28&filename=dune-eps-procs.pdf&version=2.

"
83, How does the DUNE experiment plan to study neutrino oscillations? ," The DUNE experiment plans to study neutrino oscillations using a new, more intense beam of neutrinos from Fermilab to a 40kt liquid argon Time Projection Chamber located deep underground at the Sanford Underground Research Facility. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=28&filename=dune-eps-procs.pdf&version=2.

"
84, What are the responsibilities of the LBNF Project Manager in the Change Control Process? ," The LBNF Project Manager is responsible for chairing the Project Change Control Board, advising on pending changes, overseeing project configuration management activities, and ensuring that changes to controlled documents are recorded and tracked. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=82&filename=2019-10-14-LBNF%20DUNE%20Configuration%20Management%20Plan.docx&version=10.

"
85, What are the technical and programmatic interfaces described in the Interface Control Document? ," The Interface Control Document provides complete information about the technical and programmatic interfaces between two entities, including tables that link to other controlled documents or drawings defining entity configurations and standards. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=100&filename=Interface%20Control%20Document%20100.docx&version=3.

"
86, What is the significance of the photon detector reconstruction efficiency study for the DUNE experiment? ," The photon detector reconstruction efficiency study is significant for the DUNE experiment as it estimates the reconstruction efficiency of photon detectors, which is crucial for accurately detecting and analyzing neutrino interactions. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=26&filename=pd_reco_efficiency.pdf&version=1.

"
87, What are the main components of the DUNE experiment's beam neutrino physics goals? ," The main components of the DUNE experiment's beam neutrino physics goals include sensitivity to the CP-violating phase δ and the neutrino mass hierarchy, achieved through a tunable energy beam and a long baseline to enhance matter effects. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=28&filename=dune-eps-procs.pdf&version=2.

"
88, How does the DUNE experiment plan to utilize the near detector? ," The DUNE experiment plans to utilize the near detector to precisely measure the pre-oscillation neutrino beam, establish a precise ""before and after"" measurement, and study neutrino interactions to expand knowledge of how neutrinos interact with matter. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=28&filename=dune-eps-procs.pdf&version=2.

"
89, What are the responsibilities of the DUNE Consortia Leaders in the Change Control Process? ," The DUNE Consortia Leaders are responsible for serving on the DUNE Change Control Board, maintaining configuration management control over their area of responsibility, assessing impacts of proposed changes, and notifying the DUNE Technical Coordinator of any need to change documentation or systems. ", https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=82&filename=2019-10-14-LBNF%20DUNE%20Configuration%20Management%20Plan.docx&version=10.
90, What is the role of the Co-Spokespersons in the DUNE collaboration? ," The Co-Spokespersons are the scientific leaders and representatives of the collaboration, sharing leadership, authority, and responsibilities equally. They prepare agendas for collaboration meetings, work closely with the Executive Board on major collaboration matters, seek advice from the Institutional Board, and bring major issues to the Collaboration General Assembly for discussions. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=1&filename=GDC_v9.docx&version=17.

"
91, What is the primary scientific objective of the DUNE experiment? ," The primary scientific objective of the DUNE experiment is to address fundamental open questions in particle physics and astroparticle physics, including neutrino oscillation physics to search for CP violation in the leptonic sector, determine the ordering of the neutrino mass eigenstates, make precision measurements of oscillation parameters, test the three-neutrino paradigm, search for nucleon decay, and study neutrino astrophysics. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=48&filename=WG1-Strait-DUNE_Physics.pdf&version=5.

"
92, How does the DUNE experiment plan to achieve its scientific goals? ," The DUNE experiment plans to achieve its scientific goals by utilizing a massive liquid argon time-projection chamber (LAr TPC) located at a depth of 4,300 meters water equivalent at the Sanford Underground Research Facility, a high-power, broad-band, sign-selected neutrino beam at Fermilab, and a precision neutrino detector located on the Fermilab site. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=48&filename=WG1-Strait-DUNE_Physics.pdf&version=5.

"
93, What is the purpose of the LBNF/DUNE Change Request Process? ," The purpose of the LBNF/DUNE Change Request Process is to review documentation for completeness, assess cost and schedule implications, consult change control thresholds and authorities tables to establish workflow and approval levels, and ensure that changes accommodate project interfaces, are sufficiently described and justified, have technical, cost, and/or schedule merit, and are ready for recommendation to the next level. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=49&filename=LBNF-DUNE%20Change%20Request%20Process_Oct%202022.pdf&version=24.

"
94, What is the role of the Executive Board in the DUNE collaboration? ," The Executive Board is the main decision-making body of the collaboration, responsible for setting scientific and technical objectives and priorities of the DUNE collaboration, taking into account financial aspects and other resources. It establishes procedures for making technical choices and oversees progress and developments in various projects. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=1&filename=GDC_v9.docx&version=17.

"
95, What are the responsibilities of the LBNF/DUNE-US Acquisition Officer and Procurement Managers? ," The LBNF/DUNE-US Acquisition Officer and Procurement Managers are responsible for ensuring that all project FRA procurements comply with all FRA and DOE requirements, and they serve as the primary contact between the Project Managers and the FRA Finance/Procurement Department. They have oversight of the work of matrixed procurement staff and may coordinate procurements with other institutions as appropriate. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=81&filename=LBNF-DUNE%20Procurement%20Plan%20-%20May%202020.pdf&version=13.

"
96, How does the DUNE experiment plan to handle systematic uncertainties in its measurements? ," The DUNE experiment plans to handle systematic uncertainties in its measurements by using a near detector to constrain these uncertainties, which requires the capability to precisely measure exclusive neutrino interactions of all four species in the beam. This approach naturally results in a self-contained non-oscillation neutrino physics program that exploits the intense LBNF beam. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=48&filename=WG1-Strait-DUNE_Physics.pdf&version=5.

"
97, What is the significance of the DUNE near detector's design? ," The significance of the DUNE near detector's design lies in its ability to constrain systematic uncertainties for the oscillation analysis, which requires precise measurement capabilities for exclusive neutrino interactions. The reference design is a NOMAD-inspired Fine-Grained Tracker, which includes a central straw-tube tracker with embedded nuclear targets and a lead-scintillator sampling electromagnetic calorimeter inside a large-aperture dipole magnet. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=48&filename=WG1-Strait-DUNE_Physics.pdf&version=5.

"
98, What is the process for electing a new Co-Spokesperson in the DUNE collaboration? ," The process for electing a new Co-Spokesperson in the DUNE collaboration involves the Institutional Board Chair initiating the election process by establishing a Co-Spokesperson Search Committee, which receives nominations and produces a list of candidates willing to stand for election. The election is held electronically using the Preferential Voting System, and in the case of a single candidate, a simple Yes or No vote is conducted. "," https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=1&filename=GDC_v9.docx&version=17.

"
99, What are the main components of the DUNE far detector? ," The main components of the DUNE far detector include a 40 kt fiducial mass liquid argon time-projection chamber (LAr TPC) located deep underground at the Sanford Underground Research Facility. The detector is divided into four independent 10 kt modules, each housed in its own cavern, allowing for staged construction and flexibility for the evolution of LAr TPC technology. ", https://docs.dunescience.org/cgi-bin/private/RetrieveFile?docid=48&filename=WG1-Strait-DUNE_Physics.pdf&version=5.

